bond_code,bond_name,market,exit_reason,notice_date,record_date,master_execute_date,holder_cash_date,execute_price,source_status,announcement_url
123132,回盛转债,SZ,forced_redemption,2025-04-18,2025-05-20,2025-05-21,2025-05-28,100.64,cninfo_scheduled_only,https://static.cninfo.com.cn/finalpage/2025-05-29/1223715482.PDF
123078,飞凯转债,SZ,forced_redemption,2025-04-26,2025-05-21,2025-05-22,2025-05-29,100.87,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-05-30/1223719531.PDF
113637,华翔转债,SH,forced_redemption,2025-04-26,2025-06-11,2025-06-12,2025-06-12,100.7068,master_field_semantics_sampled,
113561,正裕转债,SH,forced_redemption,2025-05-27,2025-06-18,2025-06-19,2025-06-19,101.1644,master_field_semantics_sampled,
113598,法兰转债,SH,forced_redemption,2025-05-28,2025-06-19,2025-06-20,2025-06-20,102.2192,master_field_semantics_sampled,
123218,宏昌转债,SZ,forced_redemption,2025-05-24,2025-06-16,2025-06-17,2025-06-24,100.42,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-06-25/1223974198.PDF
128070,智能转债,SZ,maturity,2025-05-22,2025-07-02,2025-07-03,2025-07-03,112.0,master_field_semantics_sampled,
110079,杭银转债,SH,forced_redemption,2025-05-27,2025-07-04,2025-07-07,2025-07-07,100.4932,master_field_semantics_sampled,
113050,南银转债,SH,forced_redemption,2025-06-10,2025-07-17,2025-07-18,2025-07-18,100.1537,master_field_semantics_sampled,
123184,天阳转债,SZ,forced_redemption,2025-06-19,2025-07-10,2025-07-11,2025-07-18,100.24,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-07-18/1224215621.PDF
123204,金丹转债,SZ,forced_redemption,2025-06-14,2025-07-10,2025-07-11,2025-07-18,100.4,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-07-21/1224236116.PDF
128122,兴森转债,SZ,maturity,2025-06-05,2025-07-22,2025-07-23,2025-07-23,110.0,master_field_semantics_sampled,
118028,会通转债,SH,forced_redemption,2025-07-04,2025-07-24,2025-07-25,2025-07-25,100.633,master_field_semantics_sampled,
123093,金陵转债,SZ,forced_redemption,2025-06-26,2025-07-17,2025-07-18,2025-07-25,101.726,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2025-07-26/1224299451.PDF
127043,川恒转债,SZ,forced_redemption,2025-06-24,2025-07-17,2025-07-18,2025-07-25,101.397,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-07-28/1224300722.PDF
111011,冠盛转债,SH,forced_redemption,2025-06-26,2025-07-28,2025-07-29,2025-07-29,100.4537,master_field_semantics_sampled,
128082,华锋转债,SZ,forced_redemption,2025-06-28,2025-07-21,2025-07-22,2025-07-29,101.764,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-07-30/1224329243.PDF
113629,泉峰转债,SH,forced_redemption,2025-07-09,2025-07-29,2025-07-30,2025-07-30,101.311,master_field_semantics_sampled,
113542,好客转债,SH,maturity,2025-06-28,2025-07-31,2025-08-01,2025-08-01,110.0,master_field_semantics_sampled,
123174,精锻转债,SZ,forced_redemption,2025-07-04,2025-07-30,2025-07-31,2025-08-07,100.45,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-08-08/1224426006.PDF
123248,恒辉转债,SZ,forced_redemption,2025-07-11,2025-07-31,2025-08-01,2025-08-08,100.19,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-08-11/1224440478.PDF
127106,伟隆转债,SZ,forced_redemption,2025-07-08,2025-07-31,2025-08-01,2025-08-08,100.485,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2025-08-11/1224442510.PDF
113609,永安转债,SH,forced_redemption,2025-07-15,2025-08-11,2025-08-12,2025-08-12,101.4301,master_field_semantics_sampled,
123082,北陆转债,SZ,forced_redemption,2025-07-15,2025-08-04,2025-08-05,2025-08-12,101.64,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-08-13/1224461288.PDF
113065,齐鲁转债,SH,forced_redemption,2025-07-05,2025-08-13,2025-08-14,2025-08-14,100.7068,master_field_semantics_sampled,
123186,志特转债,SZ,forced_redemption,2025-07-10,2025-08-07,2025-08-08,2025-08-15,100.36,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-08-15/1224498512.PDF
123029,英科转债,SZ,maturity,2025-07-11,2025-08-15,2025-08-18,2025-08-18,128.0,master_field_semantics_sampled,
123052,飞鹿转债,SZ,forced_redemption,2025-07-15,2025-08-08,2025-08-11,2025-08-18,100.55,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-08-19/1224502805.pdf
128071,合兴转债,SZ,maturity,2025-07-10,2025-08-15,2025-08-18,2025-08-18,110.0,master_field_semantics_sampled,
123038,联得转债,SZ,forced_redemption,2025-07-16,2025-08-11,2025-08-12,2025-08-19,101.7,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-08-19/1224518378.PDF
128109,楚江转债,SZ,forced_redemption,2025-07-23,2025-08-13,2025-08-14,2025-08-21,100.389,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-08-22/1224535008.PDF
118023,广大转债,SH,forced_redemption,2025-07-15,2025-08-22,2025-08-25,2025-08-25,100.8658,master_field_semantics_sampled,
128120,联诚转债,SZ,forced_redemption,2025-07-26,2025-08-15,2025-08-18,2025-08-25,100.22,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-08-26/1224569813.PDF
113068,金铜转债,SH,forced_redemption,2025-08-02,2025-08-25,2025-08-26,2025-08-26,100.0477,master_field_semantics_sampled,
123156,博汇转债,SZ,forced_redemption,2025-07-26,2025-08-19,2025-08-20,2025-08-27,100.02,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-08-28/1224589474.PDF
123063,大禹转债,SZ,forced_redemption,2025-07-31,2025-08-20,2025-08-21,2025-08-28,100.2,cninfo_scheduled_only,https://static.cninfo.com.cn/finalpage/2025-08-29/1224612778.PDF
127035,濮耐转债,SZ,forced_redemption,2025-07-29,2025-08-20,2025-08-21,2025-08-28,100.906,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-08-29/1224605020.PDF
113549,白电转债,SH,forced_redemption,2025-08-07,2025-08-28,2025-08-29,2025-08-29,101.5726,master_field_semantics_sampled,
123031,晶瑞转债,SZ,maturity,2025-07-24,2025-08-28,2025-08-29,2025-08-29,111.0,master_field_semantics_sampled,
123048,应急转债,SZ,forced_redemption,2025-07-22,2025-08-27,2025-08-28,2025-09-04,100.77,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-09-04/1224639850.PDF
128074,游族转债,SZ,forced_redemption,2025-08-07,2025-08-27,2025-08-28,2025-09-04,101.8575,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-09-06/1224642265.PDF
123141,宏丰转债,SZ,forced_redemption,2025-08-01,2025-08-28,2025-08-29,2025-09-05,100.92,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-09-05/1224642279.PDF
127101,豪鹏转债,SZ,forced_redemption,2025-08-08,2025-08-28,2025-08-29,2025-09-05,100.34,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-09-08/1224640552.PDF
113064,东材转债,SH,forced_redemption,2025-08-08,2025-09-05,2025-09-08,2025-09-08,100.8055,master_field_semantics_sampled,
123120,隆华转债,SZ,forced_redemption,2025-08-09,2025-08-29,2025-09-01,2025-09-08,100.22,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-09-08/1224644878.PDF
118014,高测转债,SH,forced_redemption,2025-08-16,2025-09-08,2025-09-09,2025-09-09,100.1742,master_field_semantics_sampled,
123206,开能转债,SZ,forced_redemption,2025-08-12,2025-09-01,2025-09-02,2025-09-09,100.118,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-09-09/1224647619.PDF
128133,奇正转债,SZ,forced_redemption,2025-08-12,2025-09-02,2025-09-03,2025-09-10,101.701,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-09-11/1224649755.PDF
113606,荣泰转债,SH,forced_redemption,2025-08-19,2025-09-11,2025-09-12,2025-09-12,102.1713,master_field_semantics_sampled,
123087,明电转债,SZ,forced_redemption,2025-07-31,2025-09-05,2025-09-08,2025-09-15,101.83,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-09-16/1224664921.PDF
123231,信测转债,SZ,forced_redemption,2025-08-09,2025-09-05,2025-09-08,2025-09-15,100.42,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-09-16/1224660778.PDF
113664,大元转债,SH,forced_redemption,2025-08-23,2025-09-16,2025-09-17,2025-09-17,100.7836,master_field_semantics_sampled,
113565,宏辉转债,SH,forced_redemption,2025-08-28,2025-09-18,2025-09-19,2025-09-19,101.6849,master_field_semantics_sampled,
123130,设研转债,SZ,forced_redemption,2025-08-22,2025-09-11,2025-09-12,2025-09-19,101.25,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-09-22/1224672697.PDF
127077,华宏转债,SZ,forced_redemption,2025-08-27,2025-09-16,2025-09-17,2025-09-24,100.79,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-09-25/1224678724.PDF
128131,崇达转2,SZ,forced_redemption,2025-08-23,2025-09-16,2025-09-17,2025-09-24,100.049,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-09-26/1224680872.PDF
123145,药石转债,SZ,forced_redemption,2025-08-15,2025-09-17,2025-09-18,2025-09-25,100.62,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-09-26/1224682809.PDF
113641,华友转债,SH,forced_redemption,2025-08-30,2025-09-26,2025-09-29,2025-09-29,100.8918,master_field_semantics_sampled,
123169,正海转债,SZ,forced_redemption,2025-08-25,2025-09-19,2025-09-22,2025-09-29,100.5,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-09-29/1224688474.PDF
127052,西子转债,SZ,forced_redemption,2025-08-29,2025-09-19,2025-09-22,2025-09-29,101.12,cninfo_scheduled_only,https://static.cninfo.com.cn/finalpage/2025-09-30/1224689260.PDF
128132,交建转债,SZ,forced_redemption,2025-08-29,2025-09-22,2025-09-23,2025-09-30,100.044,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-10-10/1224702904.PDF
113669,景23转债,SH,forced_redemption,2025-09-10,2025-09-30,2025-10-09,2025-10-09,100.515,master_field_semantics_sampled,
123232,金现转债,SZ,forced_redemption,2025-08-25,2025-09-23,2025-09-24,2025-10-09,100.41,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-10-13/1224706102.PDF
111007,永和转债,SH,forced_redemption,2025-08-26,2025-10-09,2025-10-10,2025-10-10,100.9973,master_field_semantics_sampled,
113690,豪24转债,SH,forced_redemption,2025-09-13,2025-10-10,2025-10-13,2025-10-13,100.1945,master_field_semantics_sampled,
123162,东杰转债,SZ,forced_redemption,2025-08-20,2025-09-25,2025-09-26,2025-10-13,100.95,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-10-14/1224709716.PDF
113545,金能转债,SH,maturity,2025-09-05,2025-10-13,2025-10-14,2025-10-14,110.0,master_field_semantics_sampled,
128081,海亮转债,SZ,forced_redemption,2025-08-26,2025-09-26,2025-09-29,2025-10-14,101.71,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-10-15/1224711678.PDF
123200,海泰转债,SZ,forced_redemption,2025-08-22,2025-09-29,2025-09-30,2025-10-15,100.26,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-10-16/1224712884.PDF
123244,松原转债,SZ,forced_redemption,2025-09-09,2025-09-29,2025-09-30,2025-10-15,100.07,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-10-16/1224716873.PDF
128076,金轮转债,SZ,maturity,2025-09-03,2025-10-14,2025-10-15,2025-10-15,110.0,master_field_semantics_sampled,
123161,强联转债,SZ,forced_redemption,2025-09-04,2025-09-30,2025-10-09,2025-10-16,100.99,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-10-17/1224717212.PDF
113668,鹿山转债,SH,forced_redemption,2025-09-19,2025-10-17,2025-10-20,2025-10-20,100.6805,master_field_semantics_sampled,
113569,科达转债,SH,forced_redemption,2025-09-18,2025-10-20,2025-10-21,2025-10-21,101.8575,master_field_semantics_sampled,
123056,雪榕转债,SZ,forced_redemption,2025-09-04,2025-10-14,2025-10-15,2025-10-22,100.93,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-10-23/1224726346.PDF
123089,九洲转2,SZ,forced_redemption,2025-09-16,2025-10-14,2025-10-15,2025-10-22,102.04,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-10-23/1224724751.PDF
127107,领益转债,SZ,forced_redemption,2025-09-09,2025-10-14,2025-10-15,2025-10-22,100.181,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2025-10-23/1224726189.PDF
127097,三羊转债,SZ,forced_redemption,2025-09-17,2025-10-16,2025-10-17,2025-10-24,100.49,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-10-25/1224733355.PDF
123147,中辰转债,SZ,forced_redemption,2025-09-06,2025-10-17,2025-10-20,2025-10-27,100.58,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-10-27/1224742351.PDF
110059,浦发转债,SH,maturity,2025-09-16,2025-10-27,2025-10-28,2025-10-28,110.0,master_field_semantics_sampled,
110060,天路转债,SH,maturity,2025-09-20,2025-10-27,2025-10-28,2025-10-28,110.0,master_field_semantics_sampled,
113675,新23转债,SH,forced_redemption,2025-09-30,2025-10-29,2025-10-30,2025-10-30,100.2192,master_field_semantics_sampled,
128130,景兴转债,SZ,forced_redemption,2025-09-24,2025-10-22,2025-10-23,2025-10-30,100.29,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-10-31/1224776121.PDF
123034,通光转债,SZ,maturity,2025-09-22,2025-11-03,2025-11-04,2025-11-04,113.0,master_field_semantics_sampled,
123166,蒙泰转债,SZ,forced_redemption,2025-09-30,2025-10-29,2025-10-30,2025-11-06,101.19,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-11-07/1224791370.PDF
113577,春秋转债,SH,forced_redemption,2025-09-24,2025-11-06,2025-11-07,2025-11-07,101.701,master_field_semantics_sampled,
128095,恩捷转债,SZ,forced_redemption,2025-10-10,2025-10-30,2025-10-31,2025-11-07,101.44,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-11-08/1224793119.PDF
123217,富仕转债,SZ,forced_redemption,2025-09-30,2025-11-03,2025-11-04,2025-11-11,100.19,cninfo_scheduled_only,https://static.cninfo.com.cn/finalpage/2025-11-12/1224797831.PDF
128105,长集转债,SZ,forced_redemption,2025-10-14,2025-11-03,2025-11-04,2025-11-11,101.151,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-11-12/1224797978.PDF
123201,纽泰转债,SZ,forced_redemption,2025-10-14,2025-11-04,2025-11-05,2025-11-12,100.36,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-11-13/1224803940.PDF
113621,彤程转债,SH,forced_redemption,2025-11-03,2025-11-13,2025-11-14,2025-11-14,101.44,master_field_semantics_sampled,
113685,升24转债,SH,forced_redemption,2025-10-16,2025-11-13,2025-11-14,2025-11-14,100.1677,master_field_semantics_sampled,
113628,晨丰转债,SH,forced_redemption,2025-10-14,2025-11-20,2025-11-21,2025-11-21,100.6164,master_field_semantics_sampled,
113689,洛凯转债,SH,forced_redemption,2025-10-11,2025-11-20,2025-11-21,2025-11-21,100.0384,master_field_semantics_sampled,
110062,烽火转债,SH,maturity,2025-11-04,2025-12-01,2025-12-02,2025-12-02,106.0,master_field_semantics_sampled,
113047,旗滨转债,SH,forced_redemption,2025-11-06,2025-12-02,2025-12-03,2025-12-03,101.1737,master_field_semantics_sampled,
127020,中金转债,SZ,forced_redemption,2025-10-31,2025-11-25,2025-11-26,2025-12-03,100.7,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-12-04/1224847228.PDF
127086,恒邦转债,SZ,forced_redemption,2025-10-18,2025-11-27,2025-11-28,2025-12-05,100.28,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-12-08/1224852743.PDF
127073,天赐转债,SZ,forced_redemption,2025-11-12,2025-12-02,2025-12-03,2025-12-10,100.29,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-12-11/1224865622.PDF
110082,宏发转债,SH,forced_redemption,2025-11-21,2025-12-11,2025-12-12,2025-12-12,100.2219,master_field_semantics_sampled,
110063,鹰19转债,SH,maturity,2025-11-11,2025-12-12,2025-12-15,2025-12-15,111.0,master_field_semantics_sampled,
113683,伟24转债,SH,forced_redemption,2025-11-27,2025-12-17,2025-12-18,2025-12-18,100.2904,master_field_semantics_sampled,
110096,豫光转债,SH,forced_redemption,2025-11-15,2025-12-18,2025-12-19,2025-12-19,100.106,master_field_semantics_sampled,
123203,明电转02,SZ,forced_redemption,2025-11-21,2025-12-11,2025-12-12,2025-12-19,100.44,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-12-20/1224888253.PDF
127019,国城转债,SZ,forced_redemption,2025-11-20,2025-12-11,2025-12-12,2025-12-19,100.82,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-12-22/1224888340.PDF
110064,建工转债,SH,maturity,2025-11-19,2025-12-19,2025-12-22,2025-12-22,113.0,master_field_semantics_sampled,
123177,测绘转债,SZ,forced_redemption,2025-11-14,2025-12-12,2025-12-15,2025-12-22,100.79,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-12-22/1224890272.PDF
123234,中能转债,SZ,forced_redemption,2025-11-25,2025-12-15,2025-12-16,2025-12-23,100.01,cninfo_scheduled_only,https://static.cninfo.com.cn/finalpage/2025-12-24/1224894944.PDF
113030,东风转债,SH,maturity,2025-11-19,2025-12-23,2025-12-24,2025-12-24,112.0,master_field_semantics_sampled,
123212,立中转债,SZ,forced_redemption,2025-11-18,2025-12-16,2025-12-17,2025-12-24,100.39,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-12-25/1224895832.PDF
113663,新化转债,SH,forced_redemption,2025-12-05,2025-12-25,2025-12-26,2025-12-26,100.1151,master_field_semantics_sampled,
123039,开润转债,SZ,maturity,2025-11-17,2025-12-25,2025-12-26,2025-12-26,115.0,master_field_semantics_sampled,
123240,楚天转债,SZ,forced_redemption,2025-11-18,2025-12-19,2025-12-22,2025-12-29,100.45,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-12-29/1224904102.PDF
127081,中旗转债,SZ,forced_redemption,2025-11-29,2025-12-19,2025-12-22,2025-12-29,100.805,cninfo_ok,https://static.cninfo.com.cn/finalpage/2025-12-30/1224906096.PDF
123185,能辉转债,SZ,forced_redemption,2025-12-03,2025-12-23,2025-12-24,2025-12-31,100.73,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-01-05/1224915163.PDF
127015,希望转债,SZ,maturity,2025-12-01,2025-12-31,2026-01-05,2026-01-05,106.0,master_field_semantics_sampled,
128144,利民转债,SZ,forced_redemption,2025-12-05,2025-12-25,2025-12-26,2026-01-06,101.22,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-01-07/1224922204.PDF
123249,英搏转债,SZ,forced_redemption,2025-12-13,2026-01-06,2026-01-07,2026-01-14,100.1,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-01-15/1224933661.PDF
113563,柳药转债,SH,maturity,2025-12-09,2026-01-15,2026-01-16,2026-01-16,108.0,master_field_semantics_sampled,
113657,再22转债,SH,forced_redemption,2025-12-27,2026-01-20,2026-01-21,2026-01-21,100.4685,master_field_semantics_sampled,
113069,博23转债,SH,forced_redemption,2025-12-20,2026-01-21,2026-01-22,2026-01-22,100.0679,master_field_semantics_sampled,
113593,沪工转债,SH,forced_redemption,2025-12-10,2026-01-21,2026-01-22,2026-01-22,101.4268,master_field_semantics_sampled,
123233,凯盛转债,SZ,forced_redemption,2025-12-23,2026-01-14,2026-01-15,2026-01-22,100.1,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-01-23/1224945451.PDF
128116,瑞达转债,SZ,forced_redemption,2025-12-25,2026-01-16,2026-01-19,2026-01-26,101.118,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-01-27/1224950985.PDF
123230,金钟转债,SZ,forced_redemption,2025-12-23,2026-01-19,2026-01-20,2026-01-27,100.2,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-01-28/1224952388.PDF
113045,环旭转债,SH,forced_redemption,2026-01-08,2026-01-28,2026-01-29,2026-01-29,101.6323,master_field_semantics_sampled,
113672,福蓉转债,SH,forced_redemption,2025-12-20,2026-01-28,2026-01-29,2026-01-29,100.5342,master_field_semantics_sampled,
127028,英特转债,SZ,forced_redemption,2025-12-31,2026-01-22,2026-01-23,2026-01-30,100.1,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-02-02/1224959404.PDF
118009,华锐转债,SH,forced_redemption,2026-01-10,2026-02-02,2026-02-03,2026-02-03,101.1047,master_field_semantics_sampled,
118029,富淼转债,SH,forced_redemption,2026-01-16,2026-02-05,2026-02-06,2026-02-06,100.2178,master_field_semantics_sampled,
118043,福立转债,SH,forced_redemption,2026-01-20,2026-02-10,2026-02-11,2026-02-11,100.3967,master_field_semantics_sampled,
111016,神通转债,SH,forced_redemption,2026-01-21,2026-02-12,2026-02-13,2026-02-13,100.4449,master_field_semantics_sampled,
123159,崧盛转债,SZ,forced_redemption,2026-01-13,2026-02-05,2026-02-06,2026-02-13,100.54,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-02-24/1224983198.PDF
127042,嘉美转债,SZ,forced_redemption,2026-01-16,2026-02-05,2026-02-06,2026-02-13,100.893,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-02-24/1224981813.PDF
113639,华正转债,SH,forced_redemption,2026-01-24,2026-02-13,2026-02-24,2026-02-24,100.1529,master_field_semantics_sampled,
128097,奥佳转债,SZ,maturity,2026-01-13,2026-02-25,2026-02-26,2026-02-26,110.0,master_field_semantics_sampled,
127039,北港转债,SZ,forced_redemption,2026-01-23,2026-02-12,2026-02-13,2026-03-02,101.13,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-03-03/1224992206.PDF
110089,兴发转债,SH,forced_redemption,2026-01-28,2026-03-03,2026-03-04,2026-03-04,100.6699,master_field_semantics_sampled,
113623,凤21转债,SH,forced_redemption,2026-02-07,2026-03-10,2026-03-11,2026-03-11,101.6619,master_field_semantics_sampled,
110067,华安转债,SH,maturity,2026-02-03,2026-03-11,2026-03-12,2026-03-12,107.0,master_field_semantics_sampled,
110094,众和转债,SH,forced_redemption,2026-02-10,2026-03-11,2026-03-12,2026-03-12,100.5195,master_field_semantics_sampled,
123242,赛龙转债,SZ,forced_redemption,2026-01-20,2026-03-04,2026-03-05,2026-03-12,100.33,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-03-13/1225006665.PDF
123128,首华转债,SZ,forced_redemption,2026-02-05,2026-03-05,2026-03-06,2026-03-13,100.616,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2026-03-16/1225008823.PDF
127071,天箭转债,SZ,forced_redemption,2026-01-20,2026-03-05,2026-03-06,2026-03-13,100.81,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-03-14/1225008802.PDF
123182,广联转债,SZ,forced_redemption,2026-01-17,2026-03-06,2026-03-09,2026-03-16,100.96,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-03-17/1225011407.PDF
128101,联创转债,SZ,maturity,2026-01-26,2026-03-16,2026-03-17,2026-03-17,110.0,master_field_semantics_sampled,
123221,力诺转债,SZ,forced_redemption,2026-02-12,2026-03-12,2026-03-13,2026-03-20,100.55,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-03-23/1225021452.PDF
111019,宏柏转债,SH,forced_redemption,2026-02-28,2026-03-20,2026-03-23,2026-03-23,100.3726,master_field_semantics_sampled,
113651,松霖转债,SH,forced_redemption,2026-02-28,2026-03-20,2026-03-23,2026-03-23,101.011,master_field_semantics_sampled,
118045,盟升转债,SH,forced_redemption,2026-02-07,2026-03-23,2026-03-24,2026-03-24,100.3173,master_field_semantics_sampled,
123210,信服转债,SZ,forced_redemption,2026-02-12,2026-03-16,2026-03-17,2026-03-24,100.51,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-03-25/1225027859.PDF
113676,荣23转债,SH,forced_redemption,2026-02-07,2026-03-24,2026-03-25,2026-03-25,100.48,master_field_semantics_sampled,
118021,新致转债,SH,forced_redemption,2026-02-06,2026-03-24,2026-03-25,2026-03-25,100.8827,master_field_semantics_sampled,
118054,安集转债,SH,forced_redemption,2026-03-03,2026-03-26,2026-03-27,2026-03-27,100.291,master_field_semantics_sampled,
123108,乐普转2,SZ,maturity,2026-02-25,2026-03-27,2026-03-30,2026-03-30,107.8,master_field_semantics_sampled,
113574,华体转债,SH,maturity,2026-02-27,2026-03-30,2026-03-31,2026-03-31,110.0,master_field_semantics_sampled,
118048,利扬转债,SH,forced_redemption,2026-03-10,2026-03-30,2026-03-31,2026-03-31,100.2981,master_field_semantics_sampled,
113033,利群转债,SH,maturity,2026-02-25,2026-03-31,2026-04-01,2026-04-01,110.0,master_field_semantics_sampled,
127022,恒逸转债,SZ,forced_redemption,2026-03-03,2026-03-24,2026-03-25,2026-04-01,100.88,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2026-04-02/1225072731.PDF
118000,嘉元转债,SH,forced_redemption,2026-02-25,2026-04-01,2026-04-02,2026-04-02,100.3123,master_field_semantics_sampled,
118055,伟测转债,SH,forced_redemption,2026-03-13,2026-04-02,2026-04-03,2026-04-03,100.0984,master_field_semantics_sampled,
118008,海优转债,SH,forced_redemption,2026-02-28,2026-04-03,2026-04-07,2026-04-07,101.2625,master_field_semantics_sampled,
123239,锋工转债,SZ,forced_redemption,2026-03-10,2026-03-30,2026-03-31,2026-04-08,100.156,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-04-09/1225084986.PDF
127016,鲁泰转债,SZ,maturity,2026-03-03,2026-04-08,2026-04-09,2026-04-09,111.0,master_field_semantics_sampled,
127075,百川转2,SZ,forced_redemption,2026-03-11,2026-03-31,2026-04-01,2026-04-09,100.809,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-04-10/1225088835.PDF
113601,塞力转债,SH,forced_redemption,2026-03-13,2026-04-09,2026-04-10,2026-04-10,101.9068,master_field_semantics_sampled,
110070,凌钢转债,SH,maturity,2026-03-04,2026-04-10,2026-04-13,2026-04-13,112.0,master_field_semantics_sampled,
123049,维尔转债,SZ,maturity,2026-03-10,2026-04-10,2026-04-13,2026-04-13,118.0,master_field_semantics_sampled,
123197,光力转债,SZ,forced_redemption,2026-03-13,2026-04-07,2026-04-08,2026-04-15,101.101,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2026-04-07/1225081389.PDF
127076,中宠转2,SZ,forced_redemption,2026-03-14,2026-04-07,2026-04-08,2026-04-15,100.678,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-04-16/1225106494.PDF
123146,中环转2,SZ,forced_redemption,2026-03-03,2026-04-09,2026-04-10,2026-04-17,101.486,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-04-17/1225116880.PDF
113653,永22转债,SH,forced_redemption,2026-03-13,2026-04-21,2026-04-22,2026-04-22,101.1014,master_field_semantics_sampled,
127094,红墙转债,SZ,forced_redemption,2026-03-12,2026-04-14,2026-04-15,2026-04-22,100.49,cninfo_ok,https://static.cninfo.com.cn/finalpage/2026-04-23/1225150441.PDF
113579,健友转债,SH,maturity,2026-03-18,2026-04-22,2026-04-23,2026-04-23,109.0,master_field_semantics_sampled,
123246,远信转债,SZ,forced_redemption,2026-03-17,2026-04-15,2026-04-16,2026-04-23,100.47,cninfo_manual_official,https://static.cninfo.com.cn/finalpage/2026-04-07/1225081478.PDF
